parameter_name,Eye
mouse_life_stage,Early adult
pvalue,0.2206129
gene_accession_id,MGI:104848
mouse_strain,129SV
parameter_id,M-G-P_014_001_001
gene_symbol,Inpp1
analysis_id,ookr14gr9a630i7
