mouse_life_stage,Early adult
parameter_name,Breath rate during sleep mean
gene_accession_id,MGI:3616086
analysis_id,xf59q924p3c01mi
parameter_id,JAX_SLW_013_001
gene_symbol,Kcng1
mouse_strain,C57BL
pvalue,0.4885612
