gene_symbol,Plcb1
gene_accession_id,MGI:97613
parameter_name,Effector CD4- NKT cells - % of CD4- NKT cells
analysis_id,s0n113vt6f7t8t8
pvalue,0.7895066
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
parameter_id,MGP_IMM_026_001
