parameter_name,Tremor
analysis_id,xtpind8ij281xs1
pvalue,0.4895586
gene_symbol,Ddx27
mouse_life_stage,Early adult
gene_accession_id,MGI:2385884
mouse_strain,129SV
parameter_id,IMPC_CSD_030_001
