parameter_name,BMC/Body weight
mouse_life_stage,Early adult
pvalue,0.1480865
analysis_id,3r97c2e6949z5gg
gene_accession_id,MGI:99915
mouse_strain,C57BL
parameter_id,IMPC_DXA_007_001
gene_symbol,Lamb3
