parameter_id,M-G-P_014_001_009
mouse_life_stage,Early adult
gene_symbol,Ap5s1
parameter_name,lens
pvalue,0.6777251
analysis_id,c8vjg65j99m8x3r
mouse_strain,C57BL
gene_accession_id,MGI:1916846
