mouse_life_stage,E9.5
pvalue,0.5416967
parameter_id,MGP_MLN_032_001
gene_symbol,Wars2
mouse_strain,C57BL
parameter_name,Effector NK cells - % of NK cells
analysis_id,8083yv275o9s581
gene_accession_id,MGI:1917810
