parameter_id,MGP_CSD_064_001
analysis_id,c8ii1chn3o50t6k
gene_symbol,Dnajc6
pvalue,0.09051691
parameter_name,Head morphology
mouse_life_stage,Early adult
gene_accession_id,MGI:1919935
mouse_strain,C57BL
