gene_symbol,Frmpd1
pvalue,0.3220361
mouse_strain,C57BL
analysis_id,8ch5pg57317j962
gene_accession_id,MGI:2446274
parameter_name,Resting Treg cells - % of CD45+
parameter_id,MGP_IMM_078_001
mouse_life_stage,Middle aged adult
