parameter_id,JAXLA_OFD_020_001
pvalue,0.7993215
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Zfp683
gene_accession_id,MGI:3650254
parameter_name,Distance travelled - total
analysis_id,v1j3u1mjv8593v5
