gene_symbol,Rab17
analysis_id,h28c721947fc6us
pvalue,0.4162977
parameter_id,JAX_OFD_017_001
mouse_life_stage,Early adult
gene_accession_id,MGI:104640
parameter_name,Center average speed
mouse_strain,C57BL
