parameter_id,IMPC_ECH_018_001
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.279924
gene_accession_id,MGI:2442483
analysis_id,d56xm60s9299v7k
gene_symbol,Usp37
parameter_name,Respiration Rate
