parameter_id,HRWLLA_OFD_020_001
parameter_name,Distance travelled - total
mouse_strain,C57BL
gene_symbol,Pum1
pvalue,0.606242
analysis_id,3y210efnvrf04v2
gene_accession_id,MGI:1931749
mouse_life_stage,Early adult
