parameter_id,IMPC_GEL_063_001
parameter_name,Delayed embryonic development
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:894679
pvalue,0.2395081
gene_symbol,Bach2
analysis_id,yh5i6jhz65uw017
