gene_symbol,Ivd
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.217105
parameter_name,Cornea vascularisation
analysis_id,883v523bd473535
gene_accession_id,MGI:1929242
parameter_id,ESLIM_014_001_008
