parameter_id,MGP_CSD_030_001
parameter_name,Limb coat/hair presence
pvalue,0.06886346
mouse_strain,C57BL
gene_accession_id,MGI:1339969
mouse_life_stage,Early adult
gene_symbol,Gja10
analysis_id,0du16p611uu026a
