gene_symbol,Hspa5
mouse_life_stage,E9.5
pvalue,0.142762
gene_accession_id,MGI:95835
parameter_name,Whole arena average speed
analysis_id,379d7uc09s08xfb
mouse_strain,C57BL
parameter_id,JAX_OFD_009_001
