gene_symbol,Orc2
mouse_life_stage,E9.5
pvalue,0.08822771
parameter_name,Potassium
gene_accession_id,MGI:1328306
mouse_strain,C57BL
analysis_id,0i097a68pjdp644
parameter_id,GMC_906_001_005
