mouse_strain,129SV
analysis_id,720uu65w35sis8e
mouse_life_stage,Early adult
parameter_name,Body length
gene_accession_id,MGI:2684980
parameter_id,IMPC_DXA_006_001
gene_symbol,Mms22l
pvalue,0.627736
