gene_symbol,Galnt13
pvalue,0.1169158
gene_accession_id,MGI:2139447
parameter_id,IMPC_EYE_009_001
analysis_id,d9o3883858277e1
mouse_life_stage,Late adult
parameter_name,Corneal vascularization
mouse_strain,C57BL
