parameter_id,UCD_OWT_003_001
mouse_life_stage,Early adult
gene_symbol,Traf6
gene_accession_id,MGI:108072
analysis_id,2k18725u3rw09vh
parameter_name,Spleen weight
pvalue,0.5773197
mouse_strain,C57BL
