parameter_id,IMPC_HEM_019_001
pvalue,0.8946148
analysis_id,i7rp8eg19a4iofb
parameter_name,Mean platelet volume
gene_symbol,Col6a3
gene_accession_id,MGI:88461
mouse_life_stage,Early adult
mouse_strain,C57BL
