mouse_life_stage,Middle aged adult
mouse_strain,C57BL
parameter_name,Narrow eye opening
gene_symbol,AU040320
parameter_id,IMPC_EYE_006_001
pvalue,0.2987353
gene_accession_id,MGI:2140475
analysis_id,o691gdrd530fmz1
