gene_symbol,Inpp1
mouse_strain,129SV
parameter_name,Tibia
gene_accession_id,MGI:104848
parameter_id,IMPC_XRY_025_001
analysis_id,zb7354422cq0rv7
mouse_life_stage,Early adult
pvalue,0.1721942
