gene_symbol,Bmi1
parameter_id,TCPLA_XRY_033_001
gene_accession_id,MGI:88174
parameter_name,Tibia length
mouse_life_stage,E15.5
analysis_id,jy307l28ccc533e
pvalue,0.1969146
mouse_strain,C57BL
