gene_symbol,Ints7
analysis_id,z340yar8cxs613d
parameter_name,Startle response
mouse_life_stage,E9.5
mouse_strain,C57BL
pvalue,0.7647736
parameter_id,ESLIM_008_001_013
gene_accession_id,MGI:1924315
