parameter_id,IMPC_IMM_051_001
parameter_name,Monocytes
mouse_life_stage,Early adult
gene_accession_id,MGI:1913105
analysis_id,s08i8sf1yfjo2d3
pvalue,0.812193
mouse_strain,C57BL
gene_symbol,Slc28a2
