gene_symbol,Hpca
parameter_id,IMPC_ECH_005_001
analysis_id,r09j0u76o6pm5g1
gene_accession_id,MGI:1336200
parameter_name,Fractional Shortening
mouse_strain,C57BL
pvalue,0.1747611
mouse_life_stage,Middle aged adult
