gene_symbol,Arnt
mouse_life_stage,Early adult
analysis_id,b3k44b81361q032
pvalue,0.6161697
parameter_name,% Pre-pulse inhibition - PPI1
gene_accession_id,MGI:88071
parameter_id,IMPC_ACS_033_001
mouse_strain,C56BL
