gene_symbol,Psd4
parameter_name,Periphery average speed
pvalue,0.9543084
analysis_id,xa3b2i06ripu2bh
mouse_strain,C57BL
parameter_id,ESLIM_007_001_009
gene_accession_id,MGI:2674093
mouse_life_stage,Early adult
