gene_symbol,AU040320
mouse_strain,C57BL
gene_accession_id,MGI:2140475
parameter_name,Resting Treg cells - % of CD45+
analysis_id,xbi15740zm421u9
mouse_life_stage,Middle aged adult
pvalue,0.1226302
parameter_id,MGP_MLN_071_001
