parameter_id,IMPC_DXA_009_001
pvalue,0.6900355
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:109356
parameter_name,Fat/Body weight
analysis_id,159885k31432563
gene_symbol,Snap23
