parameter_id,IMPC_OFD_012_001
mouse_life_stage,E12.5
analysis_id,mx779byapg1fu1d
mouse_strain,C57BL
parameter_name,Periphery permanence time
gene_accession_id,MGI:95835
gene_symbol,Hspa5
pvalue,0.2409154
