mouse_life_stage,Middle aged adult
parameter_id,ESLIM_007_001_010
parameter_name,Centre distance travelled
analysis_id,r303624qt3viga6
mouse_strain,C57BL
gene_symbol,Hpca
gene_accession_id,MGI:1336200
pvalue,0.3851839
