parameter_id,JAXLA_DXA_007_001
gene_symbol,Pum1
pvalue,0.3708056
analysis_id,83s2r2469j4k0ce
mouse_life_stage,Early adult
gene_accession_id,MGI:1931749
mouse_strain,C57BL
parameter_name,BMC/Body weight
