gene_symbol,Bmi1
analysis_id,y0wnb01lpc5nu95
pvalue,0.6953883
gene_accession_id,MGI:88174
mouse_life_stage,E12.5
parameter_name,lens opacity
mouse_strain,C57BL
parameter_id,M-G-P_014_001_010
