gene_symbol,Ivd
gene_accession_id,MGI:1929242
parameter_id,IMPC_DXA_002_001
pvalue,0.6905307
mouse_strain,C57BL
parameter_name,Fat mass
analysis_id,910o75uojf755s9
mouse_life_stage,Early adult
