gene_symbol,Wars2
pvalue,0.1109892
parameter_name,CV
gene_accession_id,MGI:1917810
parameter_id,IMPC_ECG_003_001
mouse_life_stage,E9.5
analysis_id,20wgj43g6q1z21w
mouse_strain,C57BL
