parameter_id,MGP_PBI_030_001
pvalue,0.6815352
mouse_strain,C57BL
gene_symbol,Kifap3
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell number
gene_accession_id,MGI:107566
analysis_id,3z2686ze660r2ap
mouse_life_stage,Early adult
