parameter_id,IMPC_HEM_005_001
gene_accession_id,MGI:88380
gene_symbol,F2
pvalue,8.990019e-05
parameter_name,Mean cell volume
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,d304ku1pv206te0
