mouse_life_stage,Middle aged adult
gene_accession_id,MGI:2446186
mouse_strain,C57BL
analysis_id,45p1l049b2u2ihw
parameter_name,Breath rate during sleep standard deviation
pvalue,0.9499469
gene_symbol,Lpgat1
parameter_id,JAX_SLW_014_001
