parameter_id,IMPC_XRY_065_001
analysis_id,f3hv09i465h9s0v
parameter_name,Lumbar processes
mouse_strain,C57BL
pvalue,0.4390094
gene_accession_id,MGI:2685277
gene_symbol,Zyg11b
mouse_life_stage,E18.5
