gene_symbol,Cds2
parameter_id,IMPC_GEL_060_001
pvalue,0.2892908
analysis_id,gbw2771136967d3
mouse_strain,C57BL
parameter_name,Neural tube morphology
mouse_life_stage,Early adult
gene_accession_id,MGI:1332236
