parameter_id,IMPC_XRY_027_001
mouse_strain,C57BL
parameter_name,Joints
gene_symbol,Kdm4c
gene_accession_id,MGI:1924054
analysis_id,uetg1174t6y0ln7
mouse_life_stage,Early adult
pvalue,0.9190882
