analysis_id,2h7x73cjyf4iw2y
mouse_strain,C57BL
pvalue,0.8256288
gene_accession_id,MGI:95835
parameter_name,Dark side time spent
mouse_life_stage,E12.5
parameter_id,JAX_LDT_004_001
gene_symbol,Hspa5
