gene_symbol,Hspa5
mouse_strain,C57BL
gene_accession_id,MGI:95835
mouse_life_stage,Early adult
parameter_name,Corneal opacity
parameter_id,IMPC_EYE_008_001
pvalue,0.463875
analysis_id,66x0818g13h9vyh
