mouse_strain,129SV
analysis_id,2201n64649785m1
gene_accession_id,MGI:1918025
pvalue,0.5030747
mouse_life_stage,Early adult
parameter_name,Anophthalmia
gene_symbol,Zmynd8
parameter_id,IMPC_GEO_048_002
