gene_symbol,AU040320
mouse_strain,C57BL
parameter_id,ESLIM_007_001_015
gene_accession_id,MGI:2140475
mouse_life_stage,Early adult
parameter_name,Number of centre entries
analysis_id,cj3w82amkzg2ugm
pvalue,0.1529992
