parameter_id,IMPC_EYE_092_001
analysis_id,64k909820y9106o
mouse_life_stage,Early adult
pvalue,0.5904699
parameter_name,Retina (combined)
gene_accession_id,MGI:1914050
mouse_strain,C57BL
gene_symbol,Trp53rkb
