pvalue,0.6537146
mouse_strain,C57BL
gene_accession_id,MGI:3650254
mouse_life_stage,Early adult
parameter_name,Basophil cell count
parameter_id,IMPC_HEM_037_001
gene_symbol,Zfp683
analysis_id,69760f926wvb80u
