gene_symbol,Slc39a10
parameter_name,Fat mass
gene_accession_id,MGI:1914515
analysis_id,601bx767le5ey70
mouse_life_stage,Early adult
parameter_id,IMPC_DXA_002_001
pvalue,0.8102857
mouse_strain,C57BL
