parameter_name,Prepulse inhibition - PP3
parameter_id,ESLIM_011_001_703
analysis_id,33in7v60eqzt8z7
pvalue,0.5458147
mouse_life_stage,Early adult
gene_accession_id,MGI:99605
mouse_strain,129SV
gene_symbol,Cntfr
