gene_symbol,Dmap1
parameter_name,Coat - hair texture / appearance - abdomen
gene_accession_id,MGI:1913483
parameter_id,IMPC_CSD_016_001
pvalue,0.4663726
mouse_strain,C57BL
analysis_id,6z2x7v0g9408g68
mouse_life_stage,Early adult
