mouse_life_stage,Late adult
analysis_id,n839f17jp4j0m16
parameter_name,Periphery permanence time
mouse_strain,C57BL
gene_accession_id,MGI:1934811
gene_symbol,Nucks1
pvalue,0.3057529
parameter_id,JAX_OFD_012_001
