gene_symbol,Ubxn4
mouse_strain,C57BL
analysis_id,05za2p37ga890ka
gene_accession_id,MGI:1915062
pvalue,0.2824888
mouse_life_stage,Late adult
parameter_name,Total T cells - % of CD45+
parameter_id,MGP_IMM_001_001
