gene_symbol,Mapkap1
mouse_strain,C57BL
pvalue,0.08291437
parameter_id,IMPC_CSD_028_001
mouse_life_stage,Early adult
gene_accession_id,MGI:2444554
analysis_id,0i85pwy9526n058
parameter_name,Snout size
