gene_symbol,Hspa5
parameter_id,MGP_MLN_001_001
gene_accession_id,MGI:95835
mouse_strain,C57BL
parameter_name,Total T cells - % of CD45+
mouse_life_stage,Early adult
pvalue,0.2836784
analysis_id,45jl435005365j2
