parameter_id,IMPC_ACS_033_001
mouse_strain,C57BL
pvalue,0.3069639
gene_accession_id,MGI:1919935
parameter_name,% Pre-pulse inhibition - PPI1
mouse_life_stage,Early adult
gene_symbol,Dnajc6
analysis_id,4we214j21xbfi8h
