gene_symbol,Plcb1
parameter_id,IMPC_HEM_008_001
analysis_id,1655b5wlspb8tzo
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
pvalue,0.08384481
gene_accession_id,MGI:97613
parameter_name,Platelet count
