parameter_name,18kHz-evoked ABR Threshold
pvalue,0.1986387
parameter_id,IMPC_ABR_008_001
mouse_life_stage,E12.5
gene_accession_id,MGI:1913483
analysis_id,1a62rt1365z73mq
mouse_strain,C57BL
gene_symbol,Dmap1
