mouse_life_stage,E18.5
parameter_name,Right kidney weight
gene_symbol,Grem2
parameter_id,IMPC_OWT_004_001
gene_accession_id,MGI:1344367
mouse_strain,C57BL
pvalue,0.4072417
analysis_id,0l1zbwdyy76x0h3
