parameter_id,IMPC_CSD_008_001
parameter_name,Coat - color pattern - back
mouse_strain,C57BL
gene_symbol,Trim46
gene_accession_id,MGI:2673000
pvalue,0.08399156
analysis_id,a9i17fe352fx27n
mouse_life_stage,Early adult
