parameter_id,IMPC_ABR_002_001
mouse_strain,C57BL
parameter_name,Click-evoked ABR threshold
gene_symbol,Frmpd1
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:2446274
pvalue,0.7919454
analysis_id,x99c42s6yloro4f
