parameter_name,lens opacity
mouse_life_stage,Early adult
parameter_id,M-G-P_014_001_010
pvalue,0.06899451
gene_symbol,Kdm5b
mouse_strain,C57BL
gene_accession_id,MGI:1922855
analysis_id,nlnu4cuo81rn4n7
